country,scenario,metric,baseline_value,comparison_value,difference
OMN,tobacco_t2,Total deaths averted by 2035,123287.19999999998,123287.13000000002,-0.06999999996332917
OMN,tobacco_t2,Cases averted by 2030,1412545.04,1412261.58,-283.45999999996275
OMN,tobacco_t2,Cases averted by 2035,2872513.05,2871356.67,-1156.3799999998882
OMN,tobacco_t2,Total healthy years lived by 2030,25617739.069999997,25617757.21,18.140000004321337
OMN,tobacco_t2,Total healthy years lived by 2035,47567924.38999999,47567997.89999999,73.50999999791384
OMN,tobacco_t2,Economic benefit (USD) by 2030,235694729620.9572,235694995575.3643,265954.4070739746
OMN,tobacco_t2,Economic benefit (USD) by 2035,407078125873.91656,407079100546.19916,974672.2825927734
OMN,tobacco_t2,Intervention cost (USD) by 2030,0,5999591.403773012,5999591.403773012
OMN,tobacco_t2,Intervention cost (USD) by 2035,0,10402182.770852707,10402182.770852707
OMN,tobacco_t3,Total deaths averted by 2030,60899.72000000001,60899.72,-7.275957614183426e-12
OMN,tobacco_t3,Total deaths averted by 2035,123287.19999999998,123287.15999999999,-0.03999999999359716
OMN,tobacco_t3,Cases averted by 2030,1412545.04,1412375.17,-169.87000000011176
OMN,tobacco_t3,Cases averted by 2035,2872513.05,2871820.2,-692.8499999996275
OMN,tobacco_t3,Total healthy years lived by 2030,25617739.069999997,25617749.94,10.870000004768372
OMN,tobacco_t3,Total healthy years lived by 2035,47567924.38999999,47567968.43,44.04000000655651
OMN,tobacco_t3,Economic benefit (USD) by 2030,235694729620.9572,235694888968.16986,159347.21264648438
OMN,tobacco_t3,Economic benefit (USD) by 2035,407078125873.91656,407078709754.1171,583880.2005615234
OMN,tobacco_t3,Intervention cost (USD) by 2030,0,1090834.799576201,1090834.799576201
OMN,tobacco_t3,Intervention cost (USD) by 2035,0,1891305.954764245,1891305.954764245
OMN,tobacco_t6,Total deaths averted by 2030,60899.72000000001,60899.740000000005,0.01999999999679858
OMN,tobacco_t6,Total deaths averted by 2035,123287.19999999998,123287.15999999999,-0.03999999999359716
OMN,tobacco_t6,Cases averted by 2030,1412545.04,1412335.44,-209.60000000009313
OMN,tobacco_t6,Cases averted by 2035,2872513.05,2871658.11,-854.9399999999441
OMN,tobacco_t6,Total healthy years lived by 2030,25617739.069999997,25617752.48,13.410000003874302
OMN,tobacco_t6,Total healthy years lived by 2035,47567924.38999999,47567978.73,54.34000000357628
OMN,tobacco_t6,Economic benefit (USD) by 2030,235694729620.9572,235694926246.40936,196625.4521484375
OMN,tobacco_t6,Economic benefit (USD) by 2035,407078125873.91656,407078846390.8847,720516.9681396484
OMN,tobacco_t6,Intervention cost (USD) by 2030,0,1090834.7995755707,1090834.7995755707
OMN,tobacco_t6,Intervention cost (USD) by 2035,0,1891305.9553588894,1891305.9553588894
OMN,tobacco_t4,Total deaths averted by 2030,60899.72000000001,60899.71,-0.010000000009313226
OMN,tobacco_t4,Total deaths averted by 2035,123287.19999999998,123287.09999999999,-0.09999999999126885
OMN,tobacco_t4,Cases averted by 2030,1412545.04,1412147.6700000002,-397.3699999998789
OMN,tobacco_t4,Cases averted by 2035,2872513.05,2870891.76,-1621.2900000000373
OMN,tobacco_t4,Total healthy years lived by 2030,25617739.069999997,25617764.5,25.430000003427267
OMN,tobacco_t4,Total healthy years lived by 2035,47567924.38999999,47568027.45,103.06000000983477
OMN,tobacco_t4,Economic benefit (USD) by 2030,235694729620.9572,235695102484.90686,372863.9496459961
OMN,tobacco_t4,Economic benefit (USD) by 2035,407078125873.91656,407079492576.83093,1366702.9143676758
OMN,tobacco_t4,Intervention cost (USD) by 2030,0,1090834.8010310456,1090834.8010310456
OMN,tobacco_t4,Intervention cost (USD) by 2035,0,1891305.9611639394,1891305.9611639394
OMN,tobacco_t5,Total deaths averted by 2030,60899.72000000001,60899.72000000001,0.0
OMN,tobacco_t5,Total deaths averted by 2035,123287.19999999998,123287.11999999998,-0.08000000000174623
OMN,tobacco_t5,Cases averted by 2030,1412545.04,1412204.6600000001,-340.37999999988824
OMN,tobacco_t5,Cases averted by 2035,2872513.05,2871124.3800000004,-1388.6699999994598
OMN,tobacco_t5,Total healthy years lived by 2030,25617739.069999997,25617760.850000005,21.780000008642673
OMN,tobacco_t5,Total healthy years lived by 2035,47567924.38999999,47568012.65999999,88.26999999582767
OMN,tobacco_t5,Economic benefit (USD) by 2030,235694729620.9572,235695048992.2577,319371.3004760742
OMN,tobacco_t5,Economic benefit (USD) by 2035,407078125873.91656,407079296406.2943,1170532.377746582
OMN,tobacco_t5,Intervention cost (USD) by 2030,0,1090834.8010310456,1090834.8010310456
OMN,tobacco_t5,Intervention cost (USD) by 2035,0,1891305.9596121684,1891305.9596121684
PAK,tobacco_t1,Total deaths averted by 2030,10058843.42,10058776.73,-66.68999999947846
PAK,tobacco_t1,Total deaths averted by 2035,19294981.459999997,19294758.88,-222.57999999821186
PAK,tobacco_t1,Cases averted by 2030,28813982.509999998,28801316.71,-12665.79999999702
PAK,tobacco_t1,Cases averted by 2035,60461274.67,60423850.51,-37424.160000003874
PAK,tobacco_t1,Total healthy years lived by 2030,1365156372.98,1365157162.97,789.9900000095367
PAK,tobacco_t1,Total healthy years lived by 2035,2604701483.27,2604704167.6099997,2684.3399996757507
PAK,tobacco_t1,Economic benefit (USD) by 2030,631181502558.778,631182096259.4435,593700.6655273438
PAK,tobacco_t1,Economic benefit (USD) by 2035,1138214226740.9028,1138216011004.7268,1784263.8239746094
PAK,tobacco_t1,Intervention cost (USD) by 2030,0,102555553.14786066,102555553.14786066
PAK,tobacco_t1,Intervention cost (USD) by 2035,0,181889764.57218963,181889764.57218963
PAK,asthma_cr1,Total deaths averted by 2030,10058843.42,10058843.42,0.0
PAK,asthma_cr1,Total deaths averted by 2035,19294981.459999997,19294981.459999997,0.0
PAK,asthma_cr1,Cases averted by 2030,28813982.509999998,28813982.509999998,0.0
PAK,asthma_cr1,Cases averted by 2035,60461274.67,60461274.669999994,-7.450580596923828e-09
PAK,asthma_cr1,Total healthy years lived by 2030,1365156372.98,1365258035.18,101662.20000004768
PAK,asthma_cr1,Total healthy years lived by 2035,2604701483.27,2604960106.1899996,258622.91999959946
PAK,asthma_cr1,Economic benefit (USD) by 2030,631181502558.778,631216878400.1707,35375841.392700195
PAK,asthma_cr1,Economic benefit (USD) by 2035,1138214226740.9028,1138298221722.5095,83994981.60668945
PAK,asthma_cr1,Intervention cost (USD) by 2030,0,952301473.2353457,952301473.2353457
PAK,asthma_cr1,Intervention cost (USD) by 2035,0,1688975902.236452,1688975902.236452
PAK,tobacco_t2,Total deaths averted by 2030,10058843.42,10058796.78,-46.64000000059605
PAK,tobacco_t2,Total deaths averted by 2035,19294981.459999997,19294735.59,-245.8699999973178
PAK,tobacco_t2,Cases averted by 2030,28813982.509999998,28803756.700000003,-10225.809999994934
PAK,tobacco_t2,Cases averted by 2035,60461274.67,60419046.61000001,-42228.05999999493
PAK,tobacco_t2,Total healthy years lived by 2030,1365156372.98,1365156977.1100001,604.1300001144409
PAK,tobacco_t2,Total healthy years lived by 2035,2604701483.27,2604704366.75,2883.4800000190735
PAK,tobacco_t2,Economic benefit (USD) by 2030,631181502558.778,631181952729.3668,450170.5888671875
PAK,tobacco_t2,Economic benefit (USD) by 2035,1138214226740.9028,1138216129155.6772,1902414.7744140625
PAK,tobacco_t2,Intervention cost (USD) by 2030,0,322317437.94097465,322317437.94097465
PAK,tobacco_t2,Intervention cost (USD) by 2035,0,571653531.0832791,571653531.0832791
PAK,tobacco_t3,Total deaths averted by 2030,10058843.42,10058815.49,-27.929999999701977
PAK,tobacco_t3,Total deaths averted by 2035,19294981.459999997,19294834.24,-147.2199999988079
PAK,tobacco_t3,Cases averted by 2030,28813982.509999998,28807856.67,-6125.839999996126
PAK,tobacco_t3,Cases averted by 2035,60461274.67,60435982.52,-25292.14999999851
PAK,tobacco_t3,Total healthy years lived by 2030,1365156372.98,1365156734.8899999,361.9099998474121
PAK,tobacco_t3,Total healthy years lived by 2035,2604701483.27,2604703210.2599998,1726.9899997711182
PAK,tobacco_t3,Economic benefit (USD) by 2030,631181502558.778,631181772125.2109,269566.43298339844
PAK,tobacco_t3,Economic benefit (USD) by 2035,1138214226740.9028,1138215365623.2422,1138882.3393554688
PAK,tobacco_t3,Intervention cost (USD) by 2030,0,58603169.35173725,58603169.35173725
PAK,tobacco_t3,Intervention cost (USD) by 2035,0,103936994.8011519,103936994.8011519
PAK,tobacco_t6,Total deaths averted by 2030,10058843.42,10058808.94,-34.480000000447035
PAK,tobacco_t6,Total deaths averted by 2035,19294981.459999997,19294799.739999995,-181.7200000025332
PAK,tobacco_t6,Cases averted by 2030,28813982.509999998,28806423.150000002,-7559.359999995679
PAK,tobacco_t6,Cases averted by 2035,60461274.67,60430061.76,-31212.910000003874
PAK,tobacco_t6,Total healthy years lived by 2030,1365156372.98,1365156819.5900002,446.6100001335144
PAK,tobacco_t6,Total healthy years lived by 2035,2604701483.27,2604703614.57,2131.300000190735
PAK,tobacco_t6,Economic benefit (USD) by 2030,631181502558.778,631181835255.0127,332696.23474121094
PAK,tobacco_t6,Economic benefit (USD) by 2035,1138214226740.9028,1138215632468.4607,1405727.5578613281
PAK,tobacco_t6,Intervention cost (USD) by 2030,0,58603169.76518299,58603169.76518299
PAK,tobacco_t6,Intervention cost (USD) by 2035,0,103936998.5942904,103936998.5942904
PAK,tobacco_t4,Total deaths averted by 2030,10058843.42,10058778.02,-65.40000000037253
PAK,tobacco_t4,Total deaths averted by 2035,19294981.459999997,19294636.57,-344.88999999687076
PAK,tobacco_t4,Cases averted by 2030,28813982.509999998,28799643.780000005,-14338.729999992996
PAK,tobacco_t4,Cases averted by 2035,60461274.67,60402050.65,-59224.02000000328
PAK,tobacco_t4,Total healthy years lived by 2030,1365156372.98,1365157220.09,847.1099998950958
PAK,tobacco_t4,Total healthy years lived by 2035,2604701483.27,2604705527.36,4044.090000152588
PAK,tobacco_t4,Economic benefit (USD) by 2030,631181502558.778,631182134054.1505,631495.3725585938
PAK,tobacco_t4,Economic benefit (USD) by 2035,1138214226740.9028,1138216896141.37,2669400.4672851562
PAK,tobacco_t4,Intervention cost (USD) by 2030,0,58603171.721599594,58603171.721599594
PAK,tobacco_t4,Intervention cost (USD) by 2035,0,103937016.54268688,103937016.54268688
PAK,tobacco_t5,Total deaths averted by 2030,10058843.42,10058787.42,-56.0
PAK,tobacco_t5,Total deaths averted by 2035,19294981.459999997,19294686.130000003,-295.32999999448657
PAK,tobacco_t5,Cases averted by 2030,28813982.509999998,28801701.860000003,-12280.649999994785
PAK,tobacco_t5,Cases averted by 2035,60461274.67,60410556.16,-50718.510000005364
PAK,tobacco_t5,Total healthy years lived by 2030,1365156372.98,1365157098.52,725.539999961853
PAK,tobacco_t5,Total healthy years lived by 2035,2604701483.27,2604704946.55,3463.2800002098083
PAK,tobacco_t5,Economic benefit (USD) by 2030,631181502558.778,631182043301.3594,540742.5814208984
PAK,tobacco_t5,Economic benefit (USD) by 2035,1138214226740.9028,1138216512215.198,2285474.2951660156
PAK,tobacco_t5,Intervention cost (USD) by 2030,0,58603171.127477005,58603171.127477005
PAK,tobacco_t5,Intervention cost (USD) by 2035,0,103937011.0915786,103937011.0915786
PAN,tobacco_t1,Total deaths averted by 2030,152334.71,152334.61000000002,-0.09999999997671694
PAN,tobacco_t1,Total deaths averted by 2035,296647.46,296647.1699999999,-0.29000000009546056
PAN,tobacco_t1,Cases averted by 2030,1515692.49,1515520.28,-172.20999999996275
PAN,tobacco_t1,Cases averted by 2035,3128027.6599999997,3127524.25,-503.40999999968335
PAN,tobacco_t1,Total healthy years lived by 2030,24906003.919999998,24906014.319999997,10.399999998509884
PAN,tobacco_t1,Total healthy years lived by 2035,46885204.06999999,46885234.699999996,30.63000000268221
PAN,tobacco_t1,Economic benefit (USD) by 2030,215849485708.10385,215849606270.75357,120562.64971923828
PAN,tobacco_t1,Economic benefit (USD) by 2035,379658156399.4708,379658486203.51544,329804.0446166992
PAN,tobacco_t1,Intervention cost (USD) by 2030,0,1855887.669242427,1855887.669242427
PAN,tobacco_t1,Intervention cost (USD) by 2035,0,3253526.2179436656,3253526.2179436656
PAN,asthma_cr1,Total deaths averted by 2030,152334.71,152334.71,0.0
PAN,asthma_cr1,Total deaths averted by 2035,296647.46,296647.46,0.0
PAN,asthma_cr1,Cases averted by 2030,1515692.49,1515692.4900000002,2.3283064365386963e-10
PAN,asthma_cr1,Cases averted by 2035,3128027.6599999997,3128027.6600000006,9.313225746154785e-10
PAN,asthma_cr1,Total healthy years lived by 2030,24906003.919999998,24912064.71,6060.790000002831
PAN,asthma_cr1,Total healthy years lived by 2035,46885204.06999999,46900337.51,15133.440000005066
PAN,asthma_cr1,Economic benefit (USD) by 2030,215849485708.10385,215878796755.83258,29311047.728729248
PAN,asthma_cr1,Economic benefit (USD) by 2035,379658156399.4708,379728452089.89386,70295690.42303467
PAN,asthma_cr1,Intervention cost (USD) by 2030,0,17233242.562250853,17233242.562250853
PAN,asthma_cr1,Intervention cost (USD) by 2035,0,30211314.38996557,30211314.38996557
PAN,tobacco_t2,Total deaths averted by 2030,152334.71,152334.63,-0.07999999998719431
PAN,tobacco_t2,Total deaths averted by 2035,296647.46,296647.18000000005,-0.279999999969732
PAN,tobacco_t2,Cases averted by 2030,1515692.49,1515570.5499999998,-121.94000000017695
PAN,tobacco_t2,Cases averted by 2035,3128027.6599999997,3127530.57,-497.089999999851
PAN,tobacco_t2,Total healthy years lived by 2030,24906003.919999998,24906011.259999998,7.339999999850988
PAN,tobacco_t2,Total healthy years lived by 2035,46885204.06999999,46885234.19000001,30.120000019669533
PAN,tobacco_t2,Economic benefit (USD) by 2030,215849485708.10385,215849568200.7567,82492.65286254883
PAN,tobacco_t2,Economic benefit (USD) by 2035,379658156399.4708,379658472182.5329,315783.0620727539
PAN,tobacco_t2,Intervention cost (USD) by 2030,0,5832789.799961489,5832789.799961489
PAN,tobacco_t2,Intervention cost (USD) by 2035,0,10225368.076555325,10225368.076555325
PAN,tobacco_t3,Total deaths averted by 2030,152334.71,152334.69,-0.01999999998952262
PAN,tobacco_t3,Total deaths averted by 2035,296647.46,296647.31,-0.15000000002328306
PAN,tobacco_t3,Cases averted by 2030,1515692.49,1515619.36,-73.12999999988824
PAN,tobacco_t3,Cases averted by 2035,3128027.6599999997,3127729.57,-298.089999999851
PAN,tobacco_t3,Total healthy years lived by 2030,24906003.919999998,24906008.32,4.400000002235174
PAN,tobacco_t3,Total healthy years lived by 2035,46885204.06999999,46885222.13,18.060000009834766
PAN,tobacco_t3,Economic benefit (USD) by 2030,215849485708.10385,215849535175.71124,49467.60739135742
PAN,tobacco_t3,Economic benefit (USD) by 2035,379658156399.4708,379658345750.05334,189350.58251953125
PAN,tobacco_t3,Intervention cost (USD) by 2030,0,1060507.2352901394,1060507.2352901394
PAN,tobacco_t3,Intervention cost (USD) by 2035,0,1859157.8223347797,1859157.8223347797
PAN,tobacco_t6,Total deaths averted by 2030,152334.71,152334.66000000003,-0.04999999995925464
PAN,tobacco_t6,Total deaths averted by 2035,296647.46,296647.26,-0.20000000001164153
PAN,tobacco_t6,Cases averted by 2030,1515692.49,1515602.29,-90.19999999995343
PAN,tobacco_t6,Cases averted by 2035,3128027.6599999997,3127659.96,-367.6999999997206
PAN,tobacco_t6,Total healthy years lived by 2030,24906003.919999998,24906009.36,5.4400000013411045
PAN,tobacco_t6,Total healthy years lived by 2035,46885204.06999999,46885226.379999995,22.310000002384186
PAN,tobacco_t6,Economic benefit (USD) by 2030,215849485708.10385,215849546730.2328,61022.12893676758
PAN,tobacco_t6,Economic benefit (USD) by 2035,379658156399.4708,379658389983.30865,233583.83782958984
PAN,tobacco_t6,Intervention cost (USD) by 2030,0,1060507.2360115908,1060507.2360115908
PAN,tobacco_t6,Intervention cost (USD) by 2035,0,1859157.8264858385,1859157.8264858385
PAN,tobacco_t4,Total deaths averted by 2030,152334.71,152334.61,-0.10000000000582077
PAN,tobacco_t4,Total deaths averted by 2035,296647.46,296647.07000000007,-0.3899999999557622
PAN,tobacco_t4,Cases averted by 2030,1515692.49,1515521.69,-170.80000000004657
PAN,tobacco_t4,Cases averted by 2035,3128027.6599999997,3127331.3400000003,-696.3199999993667
PAN,tobacco_t4,Total healthy years lived by 2030,24906003.919999998,24906014.2,10.280000001192093
PAN,tobacco_t4,Total healthy years lived by 2035,46885204.06999999,46885246.27,42.20000001043081
PAN,tobacco_t4,Economic benefit (USD) by 2030,215849485708.10385,215849601263.1698,115555.06594848633
PAN,tobacco_t4,Economic benefit (USD) by 2035,379658156399.4708,379658598774.36786,442374.8970336914
PAN,tobacco_t4,Intervention cost (USD) by 2030,0,1060507.2374021164,1060507.2374021164
PAN,tobacco_t4,Intervention cost (USD) by 2035,0,1859157.8428132255,1859157.8428132255
PAN,tobacco_t5,Total deaths averted by 2030,152334.71,152334.64,-0.06999999997788109
PAN,tobacco_t5,Total deaths averted by 2035,296647.46,296647.14999999997,-0.31000000005587935
PAN,tobacco_t5,Cases averted by 2030,1515692.49,1515546.12,-146.36999999987893
PAN,tobacco_t5,Cases averted by 2035,3128027.6599999997,3127430.98,-596.679999999702
PAN,tobacco_t5,Total healthy years lived by 2030,24906003.919999998,24906012.72,8.800000000745058
PAN,tobacco_t5,Total healthy years lived by 2035,46885204.06999999,46885240.21,36.14000000804663
PAN,tobacco_t5,Economic benefit (USD) by 2030,215849485708.10385,215849584727.27798,99019.17413330078
PAN,tobacco_t5,Economic benefit (USD) by 2035,379658156399.4708,379658535458.491,379059.0202026367
PAN,tobacco_t5,Intervention cost (USD) by 2030,0,1060507.236701678,1060507.236701678
PAN,tobacco_t5,Intervention cost (USD) by 2035,0,1859157.8374095482,1859157.8374095482
PNG,tobacco_t1,Total deaths averted by 2030,443677.78,443664.69999999995,-13.080000000074506
PNG,tobacco_t1,Total deaths averted by 2035,868989.6599999999,868944.3600000002,-45.29999999969732
PNG,tobacco_t1,Cases averted by 2030,3534478.06,3531160.99,-3317.0699999998324
PNG,tobacco_t1,Cases averted by 2035,7392178.199999999,7382393.97,-9784.229999999516
PNG,tobacco_t1,Total healthy years lived by 2030,58100476.36999999,58100675.199999996,198.83000000566244
PNG,tobacco_t1,Total healthy years lived by 2035,110839533.02,110840191.42,658.4000000059605
PNG,tobacco_t1,Economic benefit (USD) by 2030,56941929946.17987,56942238751.04444,308804.8645706177
PNG,tobacco_t1,Economic benefit (USD) by 2035,102509528113.61844,102510462529.8754,934416.2569580078
PNG,tobacco_t1,Intervention cost (USD) by 2030,0,4401377.5743477335,4401377.5743477335
PNG,tobacco_t1,Intervention cost (USD) by 2035,0,7810119.970251779,7810119.970251779
PNG,asthma_cr1,Total deaths averted by 2030,443677.78,443677.78,0.0
PNG,asthma_cr1,Total deaths averted by 2035,868989.6599999999,868989.6599999999,0.0
PNG,asthma_cr1,Cases averted by 2030,3534478.06,3534478.06,0.0
PNG,asthma_cr1,Cases averted by 2035,7392178.199999999,7392178.2,9.313225746154785e-10
PNG,asthma_cr1,Total healthy years lived by 2030,58100476.36999999,58113038.11999999,12561.75
PNG,asthma_cr1,Total healthy years lived by 2035,110839533.02,110871341.35000001,31808.330000013113
PNG,asthma_cr1,Economic benefit (USD) by 2030,56941929946.17987,56953065114.0549,11135167.875030518
PNG,asthma_cr1,Economic benefit (USD) by 2035,102509528113.61844,102535981056.11317,26452942.494735718
PNG,asthma_cr1,Intervention cost (USD) by 2030,0,40869916.52196455,40869916.52196455
PNG,asthma_cr1,Intervention cost (USD) by 2035,0,72522443.92574154,72522443.92574154
PNG,tobacco_t2,Total deaths averted by 2030,443677.78,443669.55,-8.230000000039581
PNG,tobacco_t2,Total deaths averted by 2035,868989.6599999999,868944.7700000001,-44.88999999978114
PNG,tobacco_t2,Cases averted by 2030,3534478.06,3532085.79,-2392.2700000000186
PNG,tobacco_t2,Cases averted by 2035,7392178.199999999,7382316.32,-9861.879999998957
PNG,tobacco_t2,Total healthy years lived by 2030,58100476.36999999,58100614.03000001,137.66000001877546
PNG,tobacco_t2,Total healthy years lived by 2035,110839533.02,110840171.03999999,638.0199999958277
PNG,tobacco_t2,Economic benefit (USD) by 2030,56941929946.17987,56942138773.706604,208827.52673339844
PNG,tobacco_t2,Economic benefit (USD) by 2035,102509528113.61844,102510415596.32457,887482.7061309814
PNG,tobacco_t2,Intervention cost (USD) by 2030,0,13832897.707203515,13832897.707203515
PNG,tobacco_t2,Intervention cost (USD) by 2035,0,24546085.24806454,24546085.24806454
PNG,tobacco_t3,Total deaths averted by 2030,443677.78,443672.84,-4.940000000002328
PNG,tobacco_t3,Total deaths averted by 2035,868989.6599999999,868962.78,-26.87999999988824
PNG,tobacco_t3,Cases averted by 2030,3534478.06,3533047.41,-1430.6499999999069
PNG,tobacco_t3,Cases averted by 2035,7392178.199999999,7386282.95,-5895.249999999069
PNG,tobacco_t3,Total healthy years lived by 2030,58100476.36999999,58100558.70999999,82.34000000357628
PNG,tobacco_t3,Total healthy years lived by 2035,110839533.02,110839914.48,381.46000000834465
PNG,tobacco_t3,Economic benefit (USD) by 2030,56941929946.17987,56942054826.60455,124880.42468261719
PNG,tobacco_t3,Economic benefit (USD) by 2035,102509528113.61844,102510058631.2174,530517.5989685059
PNG,tobacco_t3,Intervention cost (USD) by 2030,0,2515072.0994735486,2515072.0994735486
PNG,tobacco_t3,Intervention cost (USD) by 2035,0,4462922.595662458,4462922.595662458
PNG,tobacco_t6,Total deaths averted by 2030,443677.78,443671.69000000006,-6.089999999967404
PNG,tobacco_t6,Total deaths averted by 2035,868989.6599999999,868956.48,-33.17999999993481
PNG,tobacco_t6,Cases averted by 2030,3534478.06,3532711.5500000003,-1766.5099999997765
PNG,tobacco_t6,Cases averted by 2035,7392178.199999999,7384897.97,-7280.229999999516
PNG,tobacco_t6,Total healthy years lived by 2030,58100476.36999999,58100578.019999996,101.65000000596046
PNG,tobacco_t6,Total healthy years lived by 2035,110839533.02,110840004.05,471.0300000011921
PNG,tobacco_t6,Economic benefit (USD) by 2030,56941929946.17987,56942084144.52104,154198.34117126465
PNG,tobacco_t6,Economic benefit (USD) by 2035,102509528113.61844,102510183267.52972,655153.9112854004
PNG,tobacco_t6,Intervention cost (USD) by 2030,0,2515072.1729363706,2515072.1729363706
PNG,tobacco_t6,Intervention cost (USD) by 2035,0,4462923.292778102,4462923.292778102
PNG,tobacco_t4,Total deaths averted by 2030,443677.78,443666.21,-11.570000000006985
PNG,tobacco_t4,Total deaths averted by 2035,868989.6599999999,868926.5799999998,-63.080000000074506
PNG,tobacco_t4,Cases averted by 2030,3534478.06,3531117.8,-3360.260000000242
PNG,tobacco_t4,Cases averted by 2035,7392178.199999999,7378320.100000001,-13858.099999998696
PNG,tobacco_t4,Total healthy years lived by 2030,58100476.36999999,58100669.7,193.33000001311302
PNG,tobacco_t4,Total healthy years lived by 2035,110839533.02,110840429.43,896.4100000113249
PNG,tobacco_t4,Economic benefit (USD) by 2030,56941929946.17987,56942223283.48177,293337.301902771
PNG,tobacco_t4,Economic benefit (USD) by 2035,102509528113.61844,102510775230.80672,1247117.1882781982
PNG,tobacco_t4,Intervention cost (USD) by 2030,0,2515072.5212408067,2515072.5212408067
PNG,tobacco_t4,Intervention cost (USD) by 2035,0,4462926.596861389,4462926.596861389
PNG,tobacco_t5,Total deaths averted by 2030,443677.78,443667.87,-9.910000000032596
PNG,tobacco_t5,Total deaths averted by 2035,868989.6599999999,868935.6700000002,-53.989999999757856
PNG,tobacco_t5,Cases averted by 2030,3534478.06,3531602.6000000006,-2875.459999999497
PNG,tobacco_t5,Cases averted by 2035,7392178.199999999,7380321.940000001,-11856.259999997914
PNG,tobacco_t5,Total healthy years lived by 2030,58100476.36999999,58100641.81,165.44000001251698
PNG,tobacco_t5,Total healthy years lived by 2035,110839533.02,110840299.98,766.9600000083447
PNG,tobacco_t5,Economic benefit (USD) by 2030,56941929946.17987,56942180957.82213,251011.64225769043
PNG,tobacco_t5,Economic benefit (USD) by 2035,102509528113.61844,102510595077.702,1066964.083557129
PNG,tobacco_t5,Intervention cost (USD) by 2030,0,2515072.4158150675,2515072.4158150675
PNG,tobacco_t5,Intervention cost (USD) by 2035,0,4462925.592759979,4462925.592759979
PRY,tobacco_t1,Total deaths averted by 2030,246043.66999999998,246043.4,-0.2699999999895226
PRY,tobacco_t1,Total deaths averted by 2035,477450.67999999993,477449.75,-0.9299999999348074
PRY,tobacco_t1,Cases averted by 2030,2982020.2600000002,2981281.76,-738.5000000004657
PRY,tobacco_t1,Cases averted by 2035,6150518.199999999,6148360.039999999,-2158.160000000149
PRY,tobacco_t1,Total healthy years lived by 2030,38082661.48,38082705.34,43.860000006854534
PRY,tobacco_t1,Total healthy years lived by 2035,71562733.75999999,71562862.69,128.93000000715256
PRY,tobacco_t1,Economic benefit (USD) by 2030,115236016616.70418,115236189359.43176,172742.72758483887
PRY,tobacco_t1,Economic benefit (USD) by 2035,203117669971.39197,203118137654.97702,467683.58505249023
PRY,tobacco_t1,Intervention cost (USD) by 2030,0,2843042.453328218,2843042.453328218
PRY,tobacco_t1,Intervention cost (USD) by 2035,0,4975109.901288039,4975109.901288039
PRY,asthma_cr1,Total deaths averted by 2030,246043.66999999998,246043.67,2.9103830456733704e-11
PRY,asthma_cr1,Total deaths averted by 2035,477450.67999999993,477450.68,5.820766091346741e-11
PRY,asthma_cr1,Cases averted by 2030,2982020.2600000002,2982020.2600000002,0.0
PRY,asthma_cr1,Cases averted by 2035,6150518.199999999,6150518.199999999,0.0
PRY,asthma_cr1,Total healthy years lived by 2030,38082661.48,38094596.58,11935.10000000149
PRY,asthma_cr1,Total healthy years lived by 2035,71562733.75999999,71592488.86,29755.10000000894
PRY,asthma_cr1,Economic benefit (USD) by 2030,115236016616.70418,115253740388.77011,17723772.065933228
PRY,asthma_cr1,Economic benefit (USD) by 2035,203117669971.39197,203160919378.74423,43249407.352264404
PRY,asthma_cr1,Intervention cost (USD) by 2030,0,26399679.565339796,26399679.565339796
PRY,asthma_cr1,Intervention cost (USD) by 2035,0,46197447.12846091,46197447.12846091
PRY,tobacco_t2,Total deaths averted by 2030,246043.66999999998,246043.52000000002,-0.1499999999650754
PRY,tobacco_t2,Total deaths averted by 2035,477450.67999999993,477449.7900000001,-0.8899999998393469
PRY,tobacco_t2,Cases averted by 2030,2982020.2600000002,2981497.0900000003,-523.1699999999255
PRY,tobacco_t2,Cases averted by 2035,6150518.199999999,6148382.49,-2135.7099999990314
PRY,tobacco_t2,Total healthy years lived by 2030,38082661.48,38082692.46,30.980000004172325
PRY,tobacco_t2,Total healthy years lived by 2035,71562733.75999999,71562860.91,127.15000000596046
PRY,tobacco_t2,Economic benefit (USD) by 2030,115236016616.70418,115236135436.58461,118819.8804321289
PRY,tobacco_t2,Economic benefit (USD) by 2035,203117669971.39197,203118119858.29504,449886.9030761719
PRY,tobacco_t2,Intervention cost (USD) by 2030,0,8935276.216646066,8935276.216646066
PRY,tobacco_t2,Intervention cost (USD) by 2035,0,15636059.560971918,15636059.560971918
PRY,tobacco_t3,Total deaths averted by 2030,246043.66999999998,246043.56000000003,-0.10999999995692633
PRY,tobacco_t3,Total deaths averted by 2035,477450.67999999993,477450.1499999999,-0.5300000000279397
PRY,tobacco_t3,Cases averted by 2030,2982020.2600000002,2981706.7800000003,-313.4799999999814
PRY,tobacco_t3,Cases averted by 2035,6150518.199999999,6149238.69,-1279.5099999988452
PRY,tobacco_t3,Total healthy years lived by 2030,38082661.48,38082680.05,18.570000000298023
PRY,tobacco_t3,Total healthy years lived by 2035,71562733.75999999,71562809.96000001,76.2000000178814
PRY,tobacco_t3,Economic benefit (USD) by 2030,115236016616.70418,115236087809.21933,71192.51515197754
